run_id,npz_name,source_kind,source_path,source_member,experiment,status,run_kind,timestamp_utc,sample_rate_hz_requested,sample_rate_hz_actual,sample_rate_error_hz,signal_frequency_hz,signal_frequency_measured_hz,fir_mode,power_tier_dbm,nblocks_requested,stale_blocks_dropped,nblocks_saved,nsamples,device_index,direct,gain_db,adc_mean_block_rms,adc_max,adc_min,adc_is_clipped,adc_passes_guard,guard_attempts,array_nblocks,array_nsamples,qc_has_required_metadata,qc_has_adc_shape,qc_nblocks_policy_ok,qc_status_ok,qc_analysis_pass,qc_recommended_pass,qc_reason
e2_sr1000000_f29485_idx10_fir_default__pm10p0,e2_sr1000000_f29485_idx10_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f29485_idx10_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:24.781029+00:00,1000000.0,1000000.026490954,0.02649095398373902,29484.784525019702,29484.784525019702,default,-10.0,6,1,5,2048,0,True,0.0,106.12481891414384,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f29485_idx10_fir_default__pm30p0,e2_sr1000000_f29485_idx10_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f29485_idx10_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:09:51.941939+00:00,1000000.0,1000000.026490954,0.02649095398373902,29484.784525019702,29484.784525019702,default,-30.0,6,1,5,2048,0,True,0.0,15.371072006696494,28,-25,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f318210_idx32_fir_default__pm10p0,e2_sr1000000_f318210_idx32_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f318210_idx32_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:48.197401+00:00,1000000.0,1000000.026490954,0.02649095398373902,318209.7384130214,318209.7384130214,default,-10.0,6,1,5,2048,0,True,0.0,117.29747950156768,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f318210_idx32_fir_default__pm30p0,e2_sr1000000_f318210_idx32_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f318210_idx32_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:23.101148+00:00,1000000.0,1000000.026490954,0.02649095398373902,318209.7384130214,318209.7384130214,default,-30.0,6,1,5,2048,0,True,0.0,116.34340907277237,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f32852_idx11_fir_default__pm10p0,e2_sr1000000_f32852_idx11_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f32852_idx11_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:29.493233+00:00,1000000.0,1000000.026490954,0.02649095398373902,32851.692882647905,32851.692882647905,default,-10.0,6,1,5,2048,0,True,0.0,113.6291817160949,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f32852_idx11_fir_default__pm30p0,e2_sr1000000_f32852_idx11_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f32852_idx11_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:09:54.861095+00:00,1000000.0,1000000.026490954,0.02649095398373902,32851.692882647905,32851.692882647905,default,-30.0,6,1,5,2048,0,True,0.0,19.227184416568257,34,-31,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f354547_idx33_fir_default__pm10p0,e2_sr1000000_f354547_idx33_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f354547_idx33_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:08:52.909286+00:00,1000000.0,1000000.026490954,0.02649095398373902,354546.54890700104,354546.54890700104,default,-10.0,6,1,5,2048,0,True,0.0,117.1794030756653,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f354547_idx33_fir_default__pm30p0,e2_sr1000000_f354547_idx33_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f354547_idx33_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:27.817662+00:00,1000000.0,1000000.026490954,0.02649095398373902,354546.54890700104,354546.54890700104,default,-30.0,6,1,5,2048,0,True,0.0,116.16112164971116,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f36603_idx12_fir_default__pm10p0,e2_sr1000000_f36603_idx12_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f36603_idx12_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:34.202619+00:00,1000000.0,1000000.026490954,0.02649095398373902,36603.07316609415,36603.07316609415,default,-10.0,6,1,5,2048,0,True,0.0,111.11991727231532,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f36603_idx12_fir_default__pm30p0,e2_sr1000000_f36603_idx12_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f36603_idx12_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:09:57.789033+00:00,1000000.0,1000000.026490954,0.02649095398373902,36603.07316609415,36603.07316609415,default,-30.0,6,1,5,2048,0,True,0.0,23.835330022389176,41,-37,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f395033_idx34_fir_default__pm30p0,e2_sr1000000_f395033_idx34_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f395033_idx34_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:32.538582+00:00,1000000.0,1000000.026490954,0.02649095398373902,395032.71008855104,395032.71008855104,default,-30.0,6,1,5,2048,0,True,0.0,115.20250868423666,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f40783_idx13_fir_default__pm10p0,e2_sr1000000_f40783_idx13_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f40783_idx13_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:38.918704+00:00,1000000.0,1000000.026490954,0.02649095398373902,40782.828756752206,40782.828756752206,default,-10.0,6,1,5,2048,0,True,0.0,109.69712386337952,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f40783_idx13_fir_default__pm30p0,e2_sr1000000_f40783_idx13_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f40783_idx13_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:10:00.700458+00:00,1000000.0,1000000.026490954,0.02649095398373902,40782.828756752206,40782.828756752206,default,-30.0,6,1,5,2048,0,True,0.0,29.387317083243694,51,-44,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f440142_idx35_fir_default__pm30p0,e2_sr1000000_f440142_idx35_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f440142_idx35_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:37.253090+00:00,1000000.0,1000000.026490954,0.02649095398373902,440142.04205619736,440142.04205619736,default,-30.0,6,1,5,2048,0,True,0.0,112.32691744662493,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f45440_idx14_fir_default__pm10p0,e2_sr1000000_f45440_idx14_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f45440_idx14_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:43.626118+00:00,1000000.0,1000000.026490954,0.02649095398373902,45439.87642390772,45439.87642390772,default,-10.0,6,1,5,2048,0,True,0.0,108.79763413977696,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f45440_idx14_fir_default__pm30p0,e2_sr1000000_f45440_idx14_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f45440_idx14_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:10:03.614352+00:00,1000000.0,1000000.026490954,0.02649095398373902,45439.87642390772,45439.87642390772,default,-30.0,6,1,5,2048,0,True,0.0,35.773790621810264,63,-54,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f490402_idx36_fir_default__pm30p0,e2_sr1000000_f490402_idx36_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f490402_idx36_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:11:41.974237+00:00,1000000.0,1000000.026490954,0.02649095398373902,490402.4710813789,490402.4710813789,default,-30.0,6,1,5,2048,0,True,0.0,103.42549599654141,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f50629_idx15_fir_default__pm10p0,e2_sr1000000_f50629_idx15_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f50629_idx15_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:48.339402+00:00,1000000.0,1000000.026490954,0.02649095398373902,50628.718810441744,50628.718810441744,default,-10.0,6,1,5,2048,0,True,0.0,108.11228331194238,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f50629_idx15_fir_default__pm30p0,e2_sr1000000_f50629_idx15_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f50629_idx15_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:10:06.533409+00:00,1000000.0,1000000.026490954,0.02649095398373902,50628.718810441744,50628.718810441744,default,-30.0,6,1,5,2048,0,True,0.0,43.90712561245293,75,-64,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f546402_idx37_fir_default__pm30p0,e2_sr1000000_f546402_idx37_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f546402_idx37_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:11:44.893556+00:00,1000000.0,1000000.026490954,0.02649095398373902,546402.208067224,546402.208067224,default,-30.0,6,1,5,2048,0,True,0.0,61.26160984325348,86,-108,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f56410_idx16_fir_default__pm10p0,e2_sr1000000_f56410_idx16_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f56410_idx16_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:04:53.052830+00:00,1000000.0,1000000.026490954,0.02649095398373902,56410.08229146826,56410.08229146826,default,-10.0,6,1,5,2048,0,True,0.0,108.6028297525208,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f56410_idx16_fir_default__pm30p0,e2_sr1000000_f56410_idx16_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f56410_idx16_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:10:09.452831+00:00,1000000.0,1000000.026490954,0.02649095398373902,56410.08229146826,56410.08229146826,default,-30.0,6,1,5,2048,0,True,0.0,53.71485451718636,93,-79,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f608797_idx38_fir_default__pm30p0,e2_sr1000000_f608797_idx38_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f608797_idx38_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:11:47.806357+00:00,1000000.0,1000000.026490954,0.02649095398373902,608796.6325340847,608796.6325340847,default,-30.0,6,1,5,2048,0,True,0.0,15.694963597823776,6,-40,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f62852_idx17_fir_default__pm10p0,e2_sr1000000_f62852_idx17_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f62852_idx17_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:07:37.476432+00:00,1000000.0,1000000.026490954,0.02649095398373902,62851.62767093236,62851.62767093236,default,-10.0,6,1,5,2048,0,True,0.0,109.67284262201076,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f62852_idx17_fir_default__pm30p0,e2_sr1000000_f62852_idx17_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f62852_idx17_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:10:12.363763+00:00,1000000.0,1000000.026490954,0.02649095398373902,62851.62767093236,62851.62767093236,default,-30.0,6,1,5,2048,0,True,0.0,64.47609220004922,111,-93,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f678316_idx39_fir_default__pm30p0,e2_sr1000000_f678316_idx39_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f678316_idx39_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:11:50.720756+00:00,1000000.0,1000000.026490954,0.02649095398373902,678315.9626969191,678315.9626969191,default,-30.0,6,1,5,2048,0,True,0.0,13.584610783509078,-1,-25,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f70029_idx18_fir_default__pm10p0,e2_sr1000000_f70029_idx18_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f70029_idx18_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:07:42.194100+00:00,1000000.0,1000000.026490954,0.02649095398373902,70028.7420336378,70028.7420336378,default,-10.0,6,1,5,2048,0,True,0.0,112.0206664892113,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f70029_idx18_fir_default__pm30p0,e2_sr1000000_f70029_idx18_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f70029_idx18_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:17.076631+00:00,1000000.0,1000000.026490954,0.02649095398373902,70028.7420336378,70028.7420336378,default,-30.0,6,1,5,2048,0,True,0.0,75.43828425365136,127,-109,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f755774_idx40_fir_default__pm30p0,e2_sr1000000_f755774_idx40_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f755774_idx40_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:11:53.641934+00:00,1000000.0,1000000.026490954,0.02649095398373902,755773.8013994169,755773.8013994169,default,-30.0,6,1,5,2048,0,True,0.0,11.751267716147328,-5,-23,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f78025_idx19_fir_default__pm10p0,e2_sr1000000_f78025_idx19_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f78025_idx19_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:07:46.912594+00:00,1000000.0,1000000.026490954,0.02649095398373902,78025.42101995258,78025.42101995258,default,-10.0,6,1,5,2048,0,True,0.0,116.07637376563352,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f78025_idx19_fir_default__pm30p0,e2_sr1000000_f78025_idx19_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f78025_idx19_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:21.792429+00:00,1000000.0,1000000.026490954,0.02649095398373902,78025.42101995258,78025.42101995258,default,-30.0,6,1,5,2048,0,True,0.0,88.24457173819584,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f842077_idx41_fir_default__pm30p0,e2_sr1000000_f842077_idx41_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f842077_idx41_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:11:56.564358+00:00,1000000.0,1000000.026490954,0.02649095398373902,842076.6579201695,842076.6579201695,default,-30.0,6,1,5,2048,0,True,0.0,13.28213473766787,-3,-23,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f86935_idx20_fir_default__pm10p0,e2_sr1000000_f86935_idx20_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f86935_idx20_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:07:51.628896+00:00,1000000.0,1000000.026490954,0.02649095398373902,86935.2518486843,86935.2518486843,default,-10.0,6,1,5,2048,0,True,0.0,119.77990120491977,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f86935_idx20_fir_default__pm30p0,e2_sr1000000_f86935_idx20_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f86935_idx20_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:26.508948+00:00,1000000.0,1000000.026490954,0.02649095398373902,86935.2518486843,86935.2518486843,default,-30.0,6,1,5,2048,0,True,0.0,97.19017073952719,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f938235_idx42_fir_default__pm30p0,e2_sr1000000_f938235_idx42_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f938235_idx42_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:11:59.476646+00:00,1000000.0,1000000.026490954,0.02649095398373902,938234.5570870821,938234.5570870821,default,-30.0,6,1,5,2048,0,True,0.0,12.452728656335424,-7,-19,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1000000_f96863_idx21_fir_default__pm10p0,e2_sr1000000_f96863_idx21_fir_default__pm10p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f96863_idx21_fir_default__pm10p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:07:56.340649+00:00,1000000.0,1000000.026490954,0.02649095398373902,96862.50859269968,96862.50859269968,default,-10.0,6,1,5,2048,0,True,0.0,121.76055339205138,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1000000_f96863_idx21_fir_default__pm30p0,e2_sr1000000_f96863_idx21_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1000000_f96863_idx21_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:10:31.228472+00:00,1000000.0,1000000.026490954,0.02649095398373902,96862.50859269968,96862.50859269968,default,-30.0,6,1,5,2048,0,True,0.0,103.63259950838078,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1600000_f10000_idx00_fir_default__pm30p0,e2_sr1600000_f10000_idx00_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f10000_idx00_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:12:24.599329+00:00,1600000.0,1600000.0,0.0,10000.0,10000.0,default,-30.0,6,1,5,2048,0,True,0.0,1.9211578458797773,5,-9,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1600000_f105320_idx20_fir_default__pm30p0,e2_sr1600000_f105320_idx20_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f105320_idx20_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:13:42.574245+00:00,1600000.0,1600000.0,0.0,105319.84110836321,105319.84110836321,default,-30.0,6,1,5,2048,0,True,0.0,108.75073802182685,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1600000_f1109227_idx40_fir_default__pm30p0,e2_sr1600000_f1109227_idx40_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f1109227_idx40_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:15:11.275077+00:00,1600000.0,1600000.0,0.0,1109226.8931090871,1109226.8931090871,default,-30.0,6,1,5,2048,0,True,0.0,13.839276508295288,6,-23,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1600000_f11249_idx01_fir_default__pm30p0,e2_sr1600000_f11249_idx01_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f11249_idx01_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:12:29.307245+00:00,1600000.0,1600000.0,0.0,11249.300282926362,11249.300282926362,default,-30.0,6,1,5,2048,0,True,0.0,2.3854759727868973,6,-8,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1600000_f118477_idx21_fir_default__pm30p0,e2_sr1600000_f118477_idx21_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f118477_idx21_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:13:47.274357+00:00,1600000.0,1600000.0,0.0,118477.45183780698,118477.45183780698,default,-30.0,6,1,5,2048,0,True,0.0,111.18049605278938,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1600000_f1247803_idx41_fir_default__pm30p0,e2_sr1600000_f1247803_idx41_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f1247803_idx41_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:15:14.194348+00:00,1600000.0,1600000.0,0.0,1247802.6402481585,1247802.6402481585,default,-30.0,6,1,5,2048,0,True,0.0,12.879146574156849,-3,-31,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1600000_f12655_idx02_fir_default__pm30p0,e2_sr1600000_f12655_idx02_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f12655_idx02_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:12:34.016647+00:00,1600000.0,1600000.0,0.0,12654.67568554469,12654.67568554469,default,-30.0,6,1,5,2048,0,True,0.0,2.9189391939103113,7,-8,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1600000_f133279_idx22_fir_default__pm30p0,e2_sr1600000_f133279_idx22_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f133279_idx22_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:13:51.982864+00:00,1600000.0,1600000.0,0.0,133278.84324794365,133278.84324794365,default,-30.0,6,1,5,2048,0,True,0.0,113.127111436952,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
e2_sr1600000_f1403691_idx42_fir_default__pm30p0,e2_sr1600000_f1403691_idx42_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f1403691_idx42_fir_default__pm30p0.npz,E2,captured,bandpass_sweep_capture,2026-02-09T04:15:17.111276+00:00,1600000.0,1600000.0,0.0,1403690.6593979872,1403690.6593979872,default,-30.0,6,1,5,2048,0,True,0.0,12.15823542000164,-5,-17,False,True,1,5,2048,True,True,True,True,True,True,ok
e2_sr1600000_f14236_idx03_fir_default__pm30p0,e2_sr1600000_f14236_idx03_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f14236_idx03_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:12:38.721031+00:00,1600000.0,1600000.0,0.0,14235.624676973923,14235.624676973923,default,-30.0,6,1,5,2048,0,True,0.0,3.706780059826648,8,-10,False,False,3,5,2048,True,True,True,True,True,False,guard_fail
e2_sr1600000_f149929_idx23_fir_default__pm30p0,e2_sr1600000_f149929_idx23_fir_default__pm30p0.npz,tar,/Users/junruiting/GitHub/ugradio/labs/01/data/raw/e2.tar.gz,e2/e2_sr1600000_f149929_idx23_fir_default__pm30p0.npz,E2,captured_guard_fail,bandpass_sweep_capture,2026-02-09T04:13:56.689295+00:00,1600000.0,1600000.0,0.0,149929.37290571877,149929.37290571877,default,-30.0,6,1,5,2048,0,True,0.0,114.49746093702144,127,-128,True,False,3,5,2048,True,True,True,True,True,False,guard_fail;clipped
